Country,Latitude,Longitude,Elevation,Date,Precipitation,Temp Avg,Temp Max,Temp Min
South Africa,-33.8,19.9,204,3/2/2020,,73,92,64
United States,37.6542,-122.115,13.1,1/22/2020,0.01,55,60,51
United States,37.6542,-122.115,13.1,1/23/2020,0,53,59,47
United States,37.6542,-122.115,13.1,1/24/2020,0,53,63,45
United States,37.6542,-122.115,13.1,1/25/2020,0.01,56,64,51
United States,37.6542,-122.115,13.1,1/26/2020,0.18,58,60,47
United States,37.6542,-122.115,13.1,1/27/2020,0,51,59,44
United States,37.6542,-122.115,13.1,1/28/2020,0.01,54,60,47
United States,37.6542,-122.115,13.1,1/29/2020,0,51,60,43
United States,37.6542,-122.115,13.1,1/30/2020,0,53,61,47
United States,37.6542,-122.115,13.1,1/31/2020,0,53,66,47
United States,37.6542,-122.115,13.1,2/1/2020,0,56,65,45
United States,37.6542,-122.115,13.1,2/2/2020,0,54,58,43
United States,37.6542,-122.115,13.1,2/3/2020,0,46,57,35
United States,37.6542,-122.115,13.1,2/4/2020,0,48,57,37
United States,37.6542,-122.115,13.1,2/5/2020,0,46,60,37
United States,37.6542,-122.115,13.1,2/6/2020,0,51,64,41
United States,37.6542,-122.115,13.1,2/7/2020,0,53,66,41
United States,37.6542,-122.115,13.1,2/8/2020,0,52,59,45
United States,37.6542,-122.115,13.1,2/9/2020,0,53,63,42
United States,37.6542,-122.115,13.1,2/10/2020,0,57,74,43
United States,37.6542,-122.115,13.1,2/11/2020,0,60,72,48
United States,37.6542,-122.115,13.1,2/12/2020,0,55,67,43
United States,37.6542,-122.115,13.1,2/13/2020,0,51,57,44
United States,37.6542,-122.115,13.1,2/14/2020,0,52,58,47
United States,37.6542,-122.115,13.1,2/15/2020,0,52,63,42
United States,37.6542,-122.115,13.1,2/16/2020,0,53,60,46
United States,37.6542,-122.115,13.1,2/17/2020,0,53,70,43
United States,37.6542,-122.115,13.1,2/18/2020,0,55,65,44
United States,37.6542,-122.115,13.1,2/19/2020,0,51,64,41
United States,37.6542,-122.115,13.1,2/20/2020,0,53,65,44
United States,37.6542,-122.115,13.1,2/21/2020,0,60,74,46
United States,37.6542,-122.115,13.1,2/22/2020,0,,61,50
United States,37.6542,-122.115,13.1,2/23/2020,0,,59,48
United States,37.6542,-122.115,13.1,2/24/2020,0,53,67,44
United States,37.6542,-122.115,13.1,2/25/2020,0,57,77,43
United States,37.6542,-122.115,13.1,2/26/2020,0,60,74,47
United States,37.6542,-122.115,13.1,2/27/2020,0,60,74,49
United States,37.6542,-122.115,13.1,2/28/2020,0,62,73,51
United States,37.6542,-122.115,13.1,2/29/2020,0,54,58,49
United States,37.6542,-122.115,13.1,3/1/2020,0,51,60,42
United States,37.6542,-122.115,13.1,3/2/2020,0,59,73,47
Poland,53.1,23.167,151,1/22/2020,0.01,37,41,
Poland,53.1,23.167,151,1/23/2020,0.04,33,37,
Poland,53.1,23.167,151,1/24/2020,0,34,35,30
Poland,53.1,23.167,151,1/25/2020,0.02,36,37,34
Poland,53.1,23.167,151,1/26/2020,0,34,37,
Poland,53.1,23.167,151,1/27/2020,0,32,,30
Poland,53.1,23.167,151,1/28/2020,0.02,35,38,29
Poland,53.1,23.167,151,1/29/2020,0.02,35,39,
Poland,53.1,23.167,151,1/30/2020,0.05,36,39,33
Poland,53.1,23.167,151,1/31/2020,0.06,39,43,33
Poland,53.1,23.167,151,2/1/2020,0.41,45,49,40
Poland,53.1,23.167,151,2/2/2020,0.65,43,48,
Poland,53.1,23.167,151,2/3/2020,0,35,40,
Poland,53.1,23.167,151,2/4/2020,0.01,33,36,29
Poland,53.1,23.167,151,2/5/2020,0.02,29,33,25
Poland,53.1,23.167,151,2/6/2020,0,34,40,25
Poland,53.1,23.167,151,2/7/2020,0.02,27,37,21
Poland,53.1,23.167,151,2/8/2020,0,31,38,24
Poland,53.1,23.167,151,2/9/2020,0,33,42,23
Poland,53.1,23.167,151,2/10/2020,0.11,39,44,34
Poland,53.1,23.167,151,2/11/2020,0.22,36,42,32
Poland,53.1,23.167,151,2/12/2020,0.13,36,38,33
Poland,53.1,23.167,151,2/13/2020,0.09,35,38,
Poland,53.1,23.167,151,2/14/2020,0,31,37,
Poland,53.1,23.167,151,2/15/2020,0,29,,20
Poland,53.1,23.167,151,2/16/2020,0,40,,30
Poland,53.1,23.167,151,2/17/2020,0,49,55,45
Poland,53.1,23.167,151,2/18/2020,0.12,42,48,
Poland,53.1,23.167,151,2/19/2020,0,38,45,
Poland,53.1,23.167,151,2/20/2020,0,37,41,
Poland,53.1,23.167,151,2/21/2020,0,33,37,28
Poland,53.1,23.167,151,2/22/2020,0.07,39,,30
Poland,53.1,23.167,151,2/23/2020,0.22,39,49,33
Poland,53.1,23.167,151,2/24/2020,0.12,37,46,31
Poland,53.1,23.167,151,2/25/2020,0,39,46,30
Poland,53.1,23.167,151,2/26/2020,0.11,39,47,33
Poland,53.1,23.167,151,2/27/2020,0.05,34,38,30
Poland,53.1,23.167,151,2/28/2020,0.02,34,41,29
Poland,53.1,23.167,151,2/29/2020,0,38,45,32
Poland,53.1,23.167,151,3/1/2020,0.01,43,51,38
Poland,53.1,23.167,151,3/2/2020,0,41,49,32
Tunisia,36.48,8.8,143,1/22/2020,0,58,68,
Tunisia,36.48,8.8,143,1/23/2020,0,51,,37
Tunisia,36.48,8.8,143,1/24/2020,0,50,65,36
Tunisia,36.48,8.8,143,1/25/2020,0,47,,
Tunisia,36.48,8.8,143,1/26/2020,0,49,63,35
Tunisia,36.48,8.8,143,1/27/2020,0,52,,42
Tunisia,36.48,8.8,143,1/28/2020,0,50,66,
Tunisia,36.48,8.8,143,1/29/2020,0,55,69,
Tunisia,36.48,8.8,143,1/30/2020,0,53,70,
Tunisia,36.48,8.8,143,1/31/2020,0,53,,42
Tunisia,36.48,8.8,143,2/1/2020,0,55,67,
Tunisia,36.48,8.8,143,2/2/2020,0,56,68,44
Tunisia,36.48,8.8,143,2/3/2020,0.01,60,,46
Tunisia,36.48,8.8,143,2/4/2020,0,60,75,
Tunisia,36.48,8.8,143,2/5/2020,0,55,,
Tunisia,36.48,8.8,143,2/6/2020,0.11,51,59,
Tunisia,36.48,8.8,143,2/7/2020,0,44,61,
Tunisia,36.48,8.8,143,2/8/2020,0,48,,32
Tunisia,36.48,8.8,143,2/9/2020,0,49,67,37
Tunisia,36.48,8.8,143,2/10/2020,0,53,73,
Tunisia,36.48,8.8,143,2/11/2020,0,58,76,
Tunisia,36.48,8.8,143,2/12/2020,0,54,71,
Tunisia,36.48,8.8,143,2/13/2020,0,55,73,38
Tunisia,36.48,8.8,143,2/14/2020,0,56,65,45
Tunisia,36.48,8.8,143,2/15/2020,0,55,69,
Tunisia,36.48,8.8,143,2/16/2020,0,49,,37
Tunisia,36.48,8.8,143,2/17/2020,0,49,67,
Tunisia,36.48,8.8,143,2/18/2020,0.01,51,61,40
Tunisia,36.48,8.8,143,2/19/2020,0,52,60,40
Tunisia,36.48,8.8,143,2/20/2020,0,54,,
Tunisia,36.48,8.8,143,2/21/2020,0,49,66,32
Tunisia,36.48,8.8,143,2/22/2020,0,51,62,40
Tunisia,36.48,8.8,143,2/23/2020,0,54,,
Tunisia,36.48,8.8,143,2/24/2020,0,53,72,36
Tunisia,36.48,8.8,143,2/25/2020,0,53,75,34
Tunisia,36.48,8.8,143,2/26/2020,0,57,69,40
Tunisia,36.48,8.8,143,2/27/2020,0,56,67,
Tunisia,36.48,8.8,143,2/28/2020,0,56,,40
Tunisia,36.48,8.8,143,2/29/2020,0,58,78,
Tunisia,36.48,8.8,143,3/1/2020,0,56,76,38
Tunisia,36.48,8.8,143,3/2/2020,0,59,76,
Bosnia,42.917,17.6,14,1/22/2020,,44,53,38
Bosnia,42.917,17.6,14,1/23/2020,,48,62,39
Bosnia,42.917,17.6,14,1/24/2020,,50,61,41
Bosnia,42.917,17.6,14,1/25/2020,0,55,60,53
Bosnia,42.917,17.6,14,1/26/2020,,52,55,
Bosnia,42.917,17.6,14,1/27/2020,0.16,51,58,47
Bosnia,42.917,17.6,14,1/28/2020,0.75,53,,47
Bosnia,42.917,17.6,14,1/29/2020,0.28,53,58,
Bosnia,42.917,17.6,14,1/30/2020,0.04,49,61,
Bosnia,42.917,17.6,14,1/31/2020,,50,56,44
Bosnia,42.917,17.6,14,2/1/2020,0,53,56,50
Bosnia,42.917,17.6,14,2/2/2020,0,56,63,53
Bosnia,42.917,17.6,14,2/3/2020,,57,63,53
Bosnia,42.917,17.6,14,2/4/2020,,55,61,
Bosnia,42.917,17.6,14,2/5/2020,0.07,49,52,45
Bosnia,42.917,17.6,14,2/6/2020,0,44,51,
Bosnia,42.917,17.6,14,2/7/2020,,47,57,40
Bosnia,42.917,17.6,14,2/8/2020,0,47,55,42
Bosnia,42.917,17.6,14,2/9/2020,,49,60,
Bosnia,42.917,17.6,14,2/10/2020,,55,,48
Bosnia,42.917,17.6,14,2/11/2020,,59,67,54
Bosnia,42.917,17.6,14,2/12/2020,,55,61,
Bosnia,42.917,17.6,14,2/13/2020,,53,63,
Bosnia,42.917,17.6,14,2/14/2020,,56,61,
Bosnia,42.917,17.6,14,2/15/2020,0,55,64,
Bosnia,42.917,17.6,14,2/16/2020,0,50,60,44
Bosnia,42.917,17.6,14,2/17/2020,,50,60,44
Bosnia,42.917,17.6,14,2/18/2020,,53,60,44
Bosnia,42.917,17.6,14,2/19/2020,,55,60,
Bosnia,42.917,17.6,14,2/20/2020,,51,58,
Bosnia,42.917,17.6,14,2/21/2020,,48,55,41
Bosnia,42.917,17.6,14,2/22/2020,,50,62,42
Bosnia,42.917,17.6,14,2/23/2020,0,50,58,44
Bosnia,42.917,17.6,14,2/24/2020,,53,60,49
Bosnia,42.917,17.6,14,2/25/2020,,57,64,47
Bosnia,42.917,17.6,14,2/26/2020,,58,61,
Bosnia,42.917,17.6,14,2/27/2020,0.03,48,55,38
Bosnia,42.917,17.6,14,2/28/2020,0.62,51,58,
Bosnia,42.917,17.6,14,2/29/2020,0.61,47,56,39
Bosnia,42.917,17.6,14,3/1/2020,0,55,59,48
Bosnia,42.917,17.6,14,3/2/2020,0.01,59,64,53
Faroe Islands,62.02,-6.77,54,1/22/2020,0.03,45,48,42
Faroe Islands,62.02,-6.77,54,1/23/2020,0.17,42,49,35
Faroe Islands,62.02,-6.77,54,1/24/2020,0.19,40,41,35
Faroe Islands,62.02,-6.77,54,1/25/2020,0.22,47,49,38
Faroe Islands,62.02,-6.77,54,1/26/2020,0.26,42,47,34
Faroe Islands,62.02,-6.77,54,1/27/2020,0.18,38,43,
Faroe Islands,62.02,-6.77,54,1/28/2020,0.11,35,38,32
Faroe Islands,62.02,-6.77,54,1/29/2020,0.06,36,41,33
Faroe Islands,62.02,-6.77,54,1/30/2020,0.02,39,42,33
Faroe Islands,62.02,-6.77,54,1/31/2020,0.38,37,41,
Faroe Islands,62.02,-6.77,54,2/1/2020,0.01,35,38,33
Faroe Islands,62.02,-6.77,54,2/2/2020,0,35,38,29
Faroe Islands,62.02,-6.77,54,2/3/2020,,41,42,38
Faroe Islands,62.02,-6.77,54,2/4/2020,0.28,40,,32
Faroe Islands,62.02,-6.77,54,2/5/2020,0.02,46,47,42
Faroe Islands,62.02,-6.77,54,2/6/2020,0,47,,45
Faroe Islands,62.02,-6.77,54,2/7/2020,,45,48,
Faroe Islands,62.02,-6.77,54,2/8/2020,0.08,41,46,37
Faroe Islands,62.02,-6.77,54,2/9/2020,0.71,38,42,34
Faroe Islands,62.02,-6.77,54,2/10/2020,0.55,36,40,34
Faroe Islands,62.02,-6.77,54,2/11/2020,0.61,36,40,33
Faroe Islands,62.02,-6.77,54,2/12/2020,0.13,33,38,28
Faroe Islands,62.02,-6.77,54,2/13/2020,0.25,33,35,32
Faroe Islands,62.02,-6.77,54,2/14/2020,0,40,46,32
Faroe Islands,62.02,-6.77,54,2/15/2020,0.97,43,45,39
Faroe Islands,62.02,-6.77,54,2/16/2020,0.83,37,45,33
Faroe Islands,62.02,-6.77,54,2/17/2020,0.17,40,44,36
Faroe Islands,62.02,-6.77,54,2/18/2020,0.6,41,44,
Faroe Islands,62.02,-6.77,54,2/19/2020,0.24,40,,35
Faroe Islands,62.02,-6.77,54,2/20/2020,1.12,40,44,34
Faroe Islands,62.02,-6.77,54,2/21/2020,0.82,41,47,38
Faroe Islands,62.02,-6.77,54,2/22/2020,0.17,38,42,
Faroe Islands,62.02,-6.77,54,2/23/2020,0.09,35,,29
Faroe Islands,62.02,-6.77,54,2/24/2020,0.06,38,41,34
Faroe Islands,62.02,-6.77,54,2/25/2020,0.01,37,41,
Faroe Islands,62.02,-6.77,54,2/26/2020,0.06,36,40,32
Faroe Islands,62.02,-6.77,54,2/27/2020,0.13,35,39,33
Faroe Islands,62.02,-6.77,54,2/28/2020,0.02,37,,31
Faroe Islands,62.02,-6.77,54,2/29/2020,0.05,40,42,36
Faroe Islands,62.02,-6.77,54,3/1/2020,1.31,38,41,35
Faroe Islands,62.02,-6.77,54,3/2/2020,0.95,36,39,
Australia,-33.9465,151.1731,6,1/22/2020,0,82,91,69
Australia,-33.9465,151.1731,6,1/23/2020,0,90,111,72
Australia,-33.9465,151.1731,6,1/24/2020,0,75,80,72
Australia,-33.9465,151.1731,6,1/25/2020,0.06,80,85,71
Australia,-33.9465,151.1731,6,1/26/2020,0.01,83,100,75
Australia,-33.9465,151.1731,6,1/27/2020,0,78,83,72
Australia,-33.9465,151.1731,6,1/28/2020,0,78,86,72
Australia,-33.9465,151.1731,6,1/29/2020,0,75,81,72
Australia,-33.9465,151.1731,6,1/30/2020,0,80,89,69
Australia,-33.9465,151.1731,6,1/31/2020,0,83,93,74
Australia,-33.9465,151.1731,6,2/1/2020,0,86,100,76
Australia,-33.9465,151.1731,6,2/2/2020,0,74,79,74
Australia,-33.9465,151.1731,6,2/3/2020,1.08,72,88,70
Australia,-33.9465,151.1731,6,2/4/2020,0.03,70,76,64
Australia,-33.9465,151.1731,6,2/5/2020,0,74,82,65
Australia,-33.9465,151.1731,6,2/6/2020,0.09,71,79,67
Australia,-33.9465,151.1731,6,2/7/2020,1.18,69,72,66
Australia,-33.9465,151.1731,6,2/8/2020,2.1,71,77,66
Australia,-33.9465,151.1731,6,2/9/2020,2.75,70,75,66
Australia,-33.9465,151.1731,6,2/10/2020,6.41,75,83,67
Australia,-33.9465,151.1731,6,2/11/2020,0,77,87,69
Australia,-33.9465,151.1731,6,2/12/2020,0,74,80,71
Australia,-33.9465,151.1731,6,2/13/2020,0.58,75,81,70
Australia,-33.9465,151.1731,6,2/14/2020,0,72,78,70
Australia,-33.9465,151.1731,6,2/15/2020,0,73,79,65
Australia,-33.9465,151.1731,6,2/16/2020,0.05,72,77,68
Australia,-33.9465,151.1731,6,2/17/2020,0.05,73,77,68
Australia,-33.9465,151.1731,6,2/18/2020,0.02,78,89,69
Australia,-33.9465,151.1731,6,2/19/2020,0.51,74,87,69
Australia,-33.9465,151.1731,6,2/20/2020,0,71,75,65
Australia,-33.9465,151.1731,6,2/21/2020,0,,78,67
Australia,-33.9465,151.1731,6,2/22/2020,0.02,71,,64
Australia,-33.9465,151.1731,6,2/23/2020,,74,,
Australia,-33.9465,151.1731,6,2/24/2020,,76,,
Australia,-33.9465,151.1731,6,2/25/2020,,79,,
Australia,-33.9465,151.1731,6,2/26/2020,,77,,
Australia,-33.9465,151.1731,6,2/27/2020,,73,,
Australia,-33.9465,151.1731,6,2/28/2020,,71,,
Australia,-33.9465,151.1731,6,2/29/2020,,74,,
Australia,-33.9465,151.1731,6,3/1/2020,0,78,,67
Australia,-33.9465,151.1731,6,3/2/2020,0,77,103,
Ukraine,50.17,27.05,277,1/22/2020,,33,36,
Ukraine,50.17,27.05,277,1/23/2020,,33,34,30
Ukraine,50.17,27.05,277,1/24/2020,,33,42,27
Ukraine,50.17,27.05,277,1/25/2020,,31,33,27
Ukraine,50.17,27.05,277,1/26/2020,,33,39,
Ukraine,50.17,27.05,277,1/27/2020,,33,42,28
Ukraine,50.17,27.05,277,1/28/2020,,35,47,26
Ukraine,50.17,27.05,277,1/29/2020,0.25,33,,31
Ukraine,50.17,27.05,277,1/30/2020,0.14,34,37,
Ukraine,50.17,27.05,277,1/31/2020,0.32,36,,33
Ukraine,50.17,27.05,277,2/1/2020,0.05,43,47,39
Ukraine,50.17,27.05,277,2/2/2020,,44,51,39
Ukraine,50.17,27.05,277,2/3/2020,0.15,35,40,
Ukraine,50.17,27.05,277,2/4/2020,0.13,34,38,29
Ukraine,50.17,27.05,277,2/5/2020,0.2,29,,
Ukraine,50.17,27.05,277,2/6/2020,,26,33,17
Ukraine,50.17,27.05,277,2/7/2020,,21,27,11
Ukraine,50.17,27.05,277,2/8/2020,,20,33,9
Ukraine,50.17,27.05,277,2/9/2020,,25,38,15
Ukraine,50.17,27.05,277,2/10/2020,,33,39,26
Ukraine,50.17,27.05,277,2/11/2020,,35,38,32
Ukraine,50.17,27.05,277,2/12/2020,0.05,33,39,
Ukraine,50.17,27.05,277,2/13/2020,0.05,34,40,
Ukraine,50.17,27.05,277,2/14/2020,,33,37,28
Ukraine,50.17,27.05,277,2/15/2020,,33,34,32
Ukraine,50.17,27.05,277,2/16/2020,,35,41,28
Ukraine,50.17,27.05,277,2/17/2020,,41,51,34
Ukraine,50.17,27.05,277,2/18/2020,,39,49,
Ukraine,50.17,27.05,277,2/19/2020,,39,50,30
Ukraine,50.17,27.05,277,2/20/2020,,37,45,33
Ukraine,50.17,27.05,277,2/21/2020,,35,42,28
Ukraine,50.17,27.05,277,2/22/2020,,36,44,31
Ukraine,50.17,27.05,277,2/23/2020,0.07,39,44,
Ukraine,50.17,27.05,277,2/24/2020,0.51,37,,33
Ukraine,50.17,27.05,277,2/25/2020,,37,41,31
Ukraine,50.17,27.05,277,2/26/2020,0.11,45,52,38
Ukraine,50.17,27.05,277,2/27/2020,,36,,
Ukraine,50.17,27.05,277,2/28/2020,,33,42,27
Ukraine,50.17,27.05,277,2/29/2020,,35,45,28
Ukraine,50.17,27.05,277,3/1/2020,,38,44,33
Ukraine,50.17,27.05,277,3/2/2020,,40,45,34
Hungary,46.0056,18.2328,203,1/22/2020,0,29,38,22
Hungary,46.0056,18.2328,203,1/23/2020,0,26,36,
Hungary,46.0056,18.2328,203,1/24/2020,0,27,38,20
Hungary,46.0056,18.2328,203,1/25/2020,0,28,37,20
Hungary,46.0056,18.2328,203,1/26/2020,0,32,,24
Hungary,46.0056,18.2328,203,1/27/2020,0,34,40,31
Hungary,46.0056,18.2328,203,1/28/2020,0,40,,31
Hungary,46.0056,18.2328,203,1/29/2020,0.58,35,43,30
Hungary,46.0056,18.2328,203,1/30/2020,0,38,,31
Hungary,46.0056,18.2328,203,1/31/2020,0,48,58,36
Hungary,46.0056,18.2328,203,2/1/2020,0,52,60,44
Hungary,46.0056,18.2328,203,2/2/2020,0,54,61,49
Hungary,46.0056,18.2328,203,2/3/2020,0,52,57,
Hungary,46.0056,18.2328,203,2/4/2020,0,45,50,
Hungary,46.0056,18.2328,203,2/5/2020,0.35,39,45,
Hungary,46.0056,18.2328,203,2/6/2020,0,36,44,
Hungary,46.0056,18.2328,203,2/7/2020,0,40,47,31
Hungary,46.0056,18.2328,203,2/8/2020,0,34,42,
Hungary,46.0056,18.2328,203,2/9/2020,0,38,,26
Hungary,46.0056,18.2328,203,2/10/2020,,50,59,40
Hungary,46.0056,18.2328,203,2/11/2020,0.16,44,49,
Hungary,46.0056,18.2328,203,2/12/2020,0.09,42,50,35
Hungary,46.0056,18.2328,203,2/13/2020,0,40,50,
Hungary,46.0056,18.2328,203,2/14/2020,0.12,44,54,39
Hungary,46.0056,18.2328,203,2/15/2020,0.11,44,53,
Hungary,46.0056,18.2328,203,2/16/2020,0,41,,31
Hungary,46.0056,18.2328,203,2/17/2020,,48,60,35
Hungary,46.0056,18.2328,203,2/18/2020,0,48,,
Hungary,46.0056,18.2328,203,2/19/2020,,44,,36
Hungary,46.0056,18.2328,203,2/20/2020,0.02,42,49,
Hungary,46.0056,18.2328,203,2/21/2020,0,40,51,
Hungary,46.0056,18.2328,203,2/22/2020,0,42,51,
Hungary,46.0056,18.2328,203,2/23/2020,,49,56,38
Hungary,46.0056,18.2328,203,2/24/2020,0,46,,
Hungary,46.0056,18.2328,203,2/25/2020,0,47,,33
Hungary,46.0056,18.2328,203,2/26/2020,0.04,42,51,
Hungary,46.0056,18.2328,203,2/27/2020,0.65,39,47,32
Hungary,46.0056,18.2328,203,2/28/2020,0,41,,34
Hungary,46.0056,18.2328,203,2/29/2020,0,41,54,26
Hungary,46.0056,18.2328,203,3/1/2020,0,47,,39
Hungary,46.0056,18.2328,203,3/2/2020,0.37,50,58,44
Argentina,-35.494,-69.574,1430.1,1/22/2020,0.2,75,88,59
Argentina,-35.494,-69.574,1430.1,1/23/2020,0,80,,62
Argentina,-35.494,-69.574,1430.1,1/24/2020,,78,96,59
Argentina,-35.494,-69.574,1430.1,1/25/2020,,78,91,57
Argentina,-35.494,-69.574,1430.1,1/26/2020,,80,92,58
Argentina,-35.494,-69.574,1430.1,1/27/2020,,75,90,59
Argentina,-35.494,-69.574,1430.1,1/28/2020,,76,,56
Argentina,-35.494,-69.574,1430.1,1/29/2020,0.31,66,91,49
Argentina,-35.494,-69.574,1430.1,1/30/2020,0,58,78,50
Argentina,-35.494,-69.574,1430.1,1/31/2020,,79,,
Argentina,-35.494,-69.574,1430.1,2/1/2020,,76,,55
Argentina,-35.494,-69.574,1430.1,2/2/2020,,72,91,61
Argentina,-35.494,-69.574,1430.1,2/3/2020,0.16,72,,56
Argentina,-35.494,-69.574,1430.1,2/4/2020,0,74,,56
Argentina,-35.494,-69.574,1430.1,2/5/2020,,66,90,56
Argentina,-35.494,-69.574,1430.1,2/6/2020,,64,75,56
Argentina,-35.494,-69.574,1430.1,2/7/2020,0.47,67,78,56
Argentina,-35.494,-69.574,1430.1,2/8/2020,0.35,67,78,55
Argentina,-35.494,-69.574,1430.1,2/9/2020,0.08,65,,58
Argentina,-35.494,-69.574,1430.1,2/10/2020,0,64,73,56
Argentina,-35.494,-69.574,1430.1,2/11/2020,,69,,57
Argentina,-35.494,-69.574,1430.1,2/12/2020,,72,,59
Argentina,-35.494,-69.574,1430.1,2/13/2020,,65,85,51
Argentina,-35.494,-69.574,1430.1,2/14/2020,,68,,47
Argentina,-35.494,-69.574,1430.1,2/15/2020,,76,,53
Argentina,-35.494,-69.574,1430.1,2/16/2020,,74,92,53
Argentina,-35.494,-69.574,1430.1,2/17/2020,,72,87,55
Argentina,-35.494,-69.574,1430.1,2/18/2020,,59,83,46
Argentina,-35.494,-69.574,1430.1,2/19/2020,,71,,52
Argentina,-35.494,-69.574,1430.1,2/20/2020,,64,87,48
Argentina,-35.494,-69.574,1430.1,2/21/2020,,59,76,41
Argentina,-35.494,-69.574,1430.1,2/22/2020,,61,,44
Argentina,-35.494,-69.574,1430.1,2/23/2020,,67,,48
Argentina,-35.494,-69.574,1430.1,2/24/2020,,67,87,51
Argentina,-35.494,-69.574,1430.1,2/25/2020,,65,,43
Argentina,-35.494,-69.574,1430.1,2/26/2020,,66,,49
Argentina,-35.494,-69.574,1430.1,2/27/2020,,71,,52
Argentina,-35.494,-69.574,1430.1,2/28/2020,,74,89,54
Argentina,-35.494,-69.574,1430.1,2/29/2020,,73,86,55
Argentina,-35.494,-69.574,1430.1,3/1/2020,,73,87,56
Argentina,-35.494,-69.574,1430.1,3/2/2020,0.01,75,89,58
Chile,-36.773,-73.063,7.9,1/22/2020,0,59,80,
Chile,-36.773,-73.063,7.9,1/23/2020,0,62,,59
Chile,-36.773,-73.063,7.9,1/24/2020,0,63,,
Chile,-36.773,-73.063,7.9,1/25/2020,0,65,77,54
Chile,-36.773,-73.063,7.9,1/26/2020,0,68,76,
Chile,-36.773,-73.063,7.9,1/27/2020,0,67,80,56
Chile,-36.773,-73.063,7.9,1/28/2020,0,66,77,60
Chile,-36.773,-73.063,7.9,1/29/2020,0,61,76,49
Chile,-36.773,-73.063,7.9,1/30/2020,0,62,,49
Chile,-36.773,-73.063,7.9,1/31/2020,0,65,,55
Chile,-36.773,-73.063,7.9,2/1/2020,0,65,80,59
Chile,-36.773,-73.063,7.9,2/2/2020,0,64,74,52
Chile,-36.773,-73.063,7.9,2/3/2020,0,62,73,52
Chile,-36.773,-73.063,7.9,2/4/2020,0.12,62,72,55
Chile,-36.773,-73.063,7.9,2/5/2020,0,60,69,48
Chile,-36.773,-73.063,7.9,2/6/2020,0,59,70,49
Chile,-36.773,-73.063,7.9,2/7/2020,0,61,,48
Chile,-36.773,-73.063,7.9,2/8/2020,0,65,,50
Chile,-36.773,-73.063,7.9,2/9/2020,0,65,80,
Chile,-36.773,-73.063,7.9,2/10/2020,0,65,78,
Chile,-36.773,-73.063,7.9,2/11/2020,0,64,,55
Chile,-36.773,-73.063,7.9,2/12/2020,0,65,79,60
Chile,-36.773,-73.063,7.9,2/13/2020,0,61,72,50
Chile,-36.773,-73.063,7.9,2/14/2020,0,62,70,48
Chile,-36.773,-73.063,7.9,2/15/2020,0,63,72,53
Chile,-36.773,-73.063,7.9,2/16/2020,0,63,72,52
Chile,-36.773,-73.063,7.9,2/17/2020,0.05,63,72,56
Chile,-36.773,-73.063,7.9,2/18/2020,0,64,,54
Chile,-36.773,-73.063,7.9,2/19/2020,0,65,76,55
Chile,-36.773,-73.063,7.9,2/20/2020,0,65,,50
Chile,-36.773,-73.063,7.9,2/21/2020,0,59,81,53
Chile,-36.773,-73.063,7.9,2/22/2020,0,60,,52
Chile,-36.773,-73.063,7.9,2/23/2020,0,58,69,53
Chile,-36.773,-73.063,7.9,2/24/2020,0,60,,
Chile,-36.773,-73.063,7.9,2/25/2020,0,61,,49
Chile,-36.773,-73.063,7.9,2/26/2020,0,62,73,51
Chile,-36.773,-73.063,7.9,2/27/2020,0,62,74,53
Chile,-36.773,-73.063,7.9,2/28/2020,0,63,,52
Chile,-36.773,-73.063,7.9,2/29/2020,0,61,78,54
Chile,-36.773,-73.063,7.9,3/1/2020,0,59,65,57
Chile,-36.773,-73.063,7.9,3/2/2020,0,59,,57
Jordan,32.356,36.259,682.8,1/22/2020,0.08,43,49,32
Jordan,32.356,36.259,682.8,1/23/2020,0,43,51,32
Jordan,32.356,36.259,682.8,1/24/2020,,40,,33
Jordan,32.356,36.259,682.8,1/25/2020,,40,50,31
Jordan,32.356,36.259,682.8,1/26/2020,,41,55,31
Jordan,32.356,36.259,682.8,1/27/2020,,43,55,33
Jordan,32.356,36.259,682.8,1/28/2020,,46,57,36
Jordan,32.356,36.259,682.8,1/29/2020,0.06,49,57,44
Jordan,32.356,36.259,682.8,1/30/2020,0,49,59,37
Jordan,32.356,36.259,682.8,1/31/2020,,49,55,
Jordan,32.356,36.259,682.8,2/1/2020,,48,55,
Jordan,32.356,36.259,682.8,2/2/2020,,49,58,45
Jordan,32.356,36.259,682.8,2/3/2020,,49,64,36
Jordan,32.356,36.259,682.8,2/4/2020,,48,58,36
Jordan,32.356,36.259,682.8,2/5/2020,,51,63,41
Jordan,32.356,36.259,682.8,2/6/2020,,52,67,40
Jordan,32.356,36.259,682.8,2/7/2020,,46,50,40
Jordan,32.356,36.259,682.8,2/8/2020,0.29,44,49,
Jordan,32.356,36.259,682.8,2/9/2020,0.08,38,44,
Jordan,32.356,36.259,682.8,2/10/2020,0,38,43,34
Jordan,32.356,36.259,682.8,2/11/2020,,38,,29
Jordan,32.356,36.259,682.8,2/12/2020,0.13,48,56,43
Jordan,32.356,36.259,682.8,2/13/2020,0,50,61,36
Jordan,32.356,36.259,682.8,2/14/2020,,49,58,35
Jordan,32.356,36.259,682.8,2/15/2020,,51,64,42
Jordan,32.356,36.259,682.8,2/16/2020,,49,60,42
